"","boro","NEIGHBORHOOD","decile","COOPUNITKEY","GROSSCON","prediction","geometry"
"18016",1,1271,6,"101499002000000001-0000     3E",810920,1028145.90397149,c(-73.9579042843106, 40.7816057663565)
"18017",4,4470,5,"403170000100000001-0000    219",310000,289000.439389265,c(-73.8536360248987, 40.7259147929921)
"18018",3,3150,8,"301944000400000012-0000     2E",720000,685465.209120175,c(-73.967106055987, 40.6873085495432)
"18019",2,2300,8,"205845182500000001-0000    1AA",329500,372806.270786165,c(-73.9003629611496, 40.9031205519764)
"18020",4,4040,10,"400579001800000001-0000    401",525000,488681.44412145,c(-73.9275234156302, 40.7637218646232)
"18021",1,1280,7,"101167006100000001-0000     6E",975000,1041520.63029459,c(-73.9823930887699, 40.7820972616207)
"18022",1,1202,9,"101030002900000001-0000    10R",1980000,2139468.12355773,c(-73.9797371614472, 40.7666774312235)
"18023",1,1070,2,"100443005000000001-0000     6C",495000,501049.487975765,c(-73.9893698179058, 40.7239185524719)
"18024",3,3170,6,"307274000100000001-0000     9C",540000,473097.379350183,c(-73.9710655952564, 40.5789176473329)
"18025",1,1271,5,"101566000100000001-0000     5A",750000,756148.249066295,c(-73.9487759521699, 40.7769315526863)
"18026",1,1270,2,"101441001700000001-0000    05R",485000,497454.543339527,c(-73.9593111691277, 40.7644628614755)
"18027",3,3170,3,"307274000100000002-0000     2O",300000,302690.549669621,c(-73.9710655952564, 40.5789176473329)
"18028",1,1281,9,"101244004400000001-0000     1A",1849000,1437757.40547069,c(-73.9807626176582, 40.7853117460546)
"18029",2,2300,7,"205725076700000001-0000     6F",299000,302541.085221229,c(-73.916334399561, 40.8797553564142)
"18030",1,1271,3,"101576000500000001-0000     8F",550000,545272.594365303,c(-73.9494607393919, 40.7712968714254)
"18031",1,1220,1,"100891008300000001-0000     3D",355000,359470.181263172,c(-73.9799139661263, 40.7479145434458)
"18032",3,3400,2,"306532005700000001-0000     3A",265000,303976.194477378,c(-73.9690223584686, 40.6199858782457)
"18033",4,4570,3,"404717000100000001-0000     4E",240000,262387.185732742,c(-73.8099413270654, 40.7874040342691)
"18034",4,4050,9,"405857005000000120-0000    293",442000,476844.151549113,c(-73.7803528844081, 40.7858459399491)
"18035",3,3230,9,"305156004800000001-0000     2N",887500,909862.192612232,c(-73.9656056289654, 40.6392729143911)
"18036",4,4240,10,"408489000100000001-0000     6N",628686,410471.266219817,c(-73.7142119283782, 40.7567797984328)
"18037",4,4220,2,"403276002400000001-0000     47",239000,224886.802607602,c(-73.8415431349491, 40.717614095442)
"18038",1,1281,10,"101233003300000001-0000    4JK",2650000,2521285.29879384,c(-73.9757369743008, 40.7876834330343)
"18039",1,1291,4,"102179017000000001-0000    D35",599000,607969.858096788,c(-73.939046294224, 40.8531410348812)
"18040",1,1210,4,"101978000100000003-0000    05C",606500,606622.733854307,c(-73.9586962723194, 40.8125152615125)
"18041",1,1270,1,"101438000100000001-0000    11H",350000,328525.164199352,c(-73.9620581137389, 40.7631698428634)
"18042",1,1010,1,"100404001000000001-0000     4C",320000,323901.009168889,c(-73.9812008164311, 40.7279876652453)
"18043",1,1270,10,"101408002000000001-0000     5B",2950000,3450437.56455346,c(-73.9613050267097, 40.7712643044971)
"18044",3,3150,6,"301888000200000001-0000     1A",545000,605992.966074173,c(-73.9685408723662, 40.6933885640261)
"18045",4,4320,9,"401261000100000002-0000     4K",499000,412967.267075223,c(-73.8919551855552, 40.7525852464441)
"18046",1,1270,1,"101448001300000001-0000     5B",332000,343287.148432419,c(-73.9565816412812, 40.7691926815794)
"18047",2,2300,2,"205723004200000002-0000     1M",160689,159597.163922318,c(-73.9176799402633, 40.8794181155076)
"18048",1,1281,9,"101197000500000001-0000     4F",1765000,1535305.96692493,c(-73.9729553438291, 40.7845036876438)
"18049",4,4470,8,"402086005000000005-0000    14H",400000,408862.185375366,c(-73.8598809796084, 40.7322696134384)
"18050",1,1280,6,"101186008400000001-0000     6E",925000,729431.439594202,c(-73.981921965958, 40.7843513837039)
"18051",4,4320,1,"401268003300000003-0000     3T",200000,212954.872428543,c(-73.8852537675613, 40.7520602799231)
"18052",4,4050,8,"405872000200000005-0000    4B5",398000,360565.156897806,c(-73.7804074573752, 40.7813106843639)
"18053",3,3360,1,"306776006500000001-0000     1J",150000,177045.582000295,c(-73.9600486565762, 40.609607581338)
"18054",1,1201,8,"101330000400000001-0000    07L",1600000,1262075.66043201,c(-73.9674092840309, 40.7597180878506)
"18055",1,1281,10,"101195002900000001-2000    19B",12500000,7537088.77580877,c(-73.971922156348, 40.7825786970728)
"18056",4,4220,4,"403253006200000002-0000    207",298000,211340.372796035,c(-73.845050541929, 40.718819166366)
"18057",1,1230,10,"100519001300000001-0000      1",3325000,3201619.18158182,c(-74.0048215701479, 40.7275950737721)
"18058",3,3020,2,"306126005200000001-0000     B7",240000,262908.268665289,c(-74.0334115618178, 40.6147260164903)
"18059",1,1120,10,"100566001800000001-0000    19F",3900000,3987766.94392536,c(-73.9949969035654, 40.7320770876281)
"18060",1,1281,5,"101210001700000001-0000     8D",770000,877046.503664644,c(-73.9766706060443, 40.7827564449922)
"18061",3,3360,1,"306764006100000001-0000     7N",226000,247695.2276525,c(-73.9565555738201, 40.6115502841727)
"18062",1,1270,7,"101402003300000001-0000    18C",1200000,885529.982265749,c(-73.9631135826381, 40.7668449053855)
"18063",3,3430,10,"301105002500000001-0000     4R",1200000,1122147.37516983,c(-73.981294015369, 40.6614365797232)
"18064",4,4590,2,"401111000100000011-0000    F3H",220000,212864.897581823,c(-73.9059545133664, 40.7582907935241)
"18065",1,1270,8,"101399003300000001-0000    15C",1450000,1689427.78703286,c(-73.9643876379293, 40.7651248140243)
"18066",4,4470,3,"403168005600000001-0000     5F",250000,268253.802460273,c(-73.8544456788379, 40.7245349956687)
"18067",4,4050,2,"406149000100000006-7000    275",230000,246968.945141884,c(-73.7827252383857, 40.7659398684556)
"18068",1,1270,8,"101378007000000001-0000    13D",1500000,1125736.62437416,c(-73.9705717871175, 40.7670291410229)
"18069",3,3150,8,"301902000100000003-0000     9E",777000,723661.593924054,c(-73.9681310607595, 40.6922421297711)
"18070",1,1281,10,"101207002900000001-0000     71",3025268,3296803.94607855,c(-73.9663519083581, 40.7901125970878)
"18071",1,1120,7,"100532002000000001-0000   0726",1115500,783166.762485973,c(-73.9959366120402, 40.7271279257018)
"18072",1,1291,4,"102179017000000001-0000    J21",600000,598634.45246882,c(-73.939046294224, 40.8531410348812)
"18073",1,1282,9,"101877000100000001-0000    044",1900000,2083743.82781489,c(-73.9684867791124, 40.8009640747493)
"18074",5,5320,6,"502986001200000006-0000     A2",257000,253555.468367358,c(-74.0740941930492, 40.6081497779575)
"18075",2,2300,7,"205904024600000001-0000     6H",307000,300585.601314145,c(-73.9112385335833, 40.8885995644136)
"18076",1,1270,3,"101458000500000001-0000     2F",550000,568736.838955516,c(-73.9593628970187, 40.7620302678099)
"18077",1,1120,5,"100573004300000001-0000    423",760000,781945.139552985,c(-73.9963064633123, 40.7332486816949)
"18078",1,1201,2,"101338001200000001-0000     6D",400000,395979.07980092,c(-73.9695215962409, 40.7514558101035)
"18079",3,3020,1,"305929005800000001-0000     5K",230000,246868.350380364,c(-74.0262240609607, 40.6313277881273)
"18080",1,1201,5,"101348001600000001-0000    10E",735000,695957.08394082,c(-73.9645946060782, 40.7575659015714)
"18081",1,1220,3,"100884002700000001-0000     7D",543495,579585.123038486,c(-73.9818832303914, 40.742644107358)
"18082",1,1121,9,"100641001000000001-0000     4J",2475000,1711666.21453993,c(-74.0088688213163, 40.7379736132367)
"18083",3,3180,5,"301180002700000001-0000      2",443106,498378.333385978,c(-73.9615846249438, 40.6718996477932)
"18084",4,4440,8,"407632000200000003-5000 DUPLEX",420000,337148.328317268,c(-73.7556537025174, 40.7435606899748)
"18085",3,3360,2,"307656004200000001-0000     3A",250000,284166.456526195,c(-73.9545353497901, 40.6179721724106)
"18086",4,4220,9,"403292000100000001-0000     4N",460000,433641.448749455,c(-73.8400355747908, 40.7186346776183)
"18087",2,2300,7,"205743019800000001-0000    06C",319000,312230.197189411,c(-73.9203882259767, 40.8796382948568)
"18088",1,1291,3,"102180019200000001-0000     3J",590000,543094.990799064,c(-73.9350353879339, 40.854274696525)
"18089",1,1280,8,"101126004800000001-0000     2D",1560000,1407851.0561702,c(-73.9765523561789, 40.7779398524884)
"18090",3,3020,1,"305928000100000001-0000     5H",201000,215874.116612678,c(-74.0300440236281, 40.6322426682416)
"18091",4,4220,9,"402133001600000001-0000  K003H",425000,413960.702357986,c(-73.8508390529811, 40.7283478634108)
"18092",4,4050,6,"405878005000000002-0000     1B",340000,309962.910120191,c(-73.7826850253958, 40.7799617295456)
"18093",3,3420,10,"300947007900000001-0000     1L",1475000,1395276.01282089,c(-73.9789826583441, 40.6777139224468)
"18094",4,4500,4,"416230003900000001-0000     A4",275000,240709.845521904,c(-73.8397857649883, 40.5767508904692)
"18095",3,3420,6,"301066000400000001-0000     5R",510000,578699.224890977,c(-73.9729268300114, 40.6730148463658)
"18096",1,1281,10,"101229006100000001-0000     8B",3100000,2809429.01153559,c(-73.9795709903276, 40.7859736223976)
"18097",1,1140,2,"102243030600000001-0000     4B",470000,420561.394853077,c(-73.9157550091418, 40.8713162460238)
"18098",4,4040,10,"400528005000000007-0000     2C",565000,480399.363235793,c(-73.9342222867243, 40.7639054108203)
"18099",1,1271,10,"101521000100000001-0000    14D",3600000,3581087.02665374,c(-73.953826005611, 40.7839880408712)
"18100",1,1121,8,"100630004300000001-0000     3N",1510000,2553595.41484002,c(-74.0067014359072, 40.7333542386109)
"18101",4,4100,3,"409648002400000001-0000     2D",265000,246590.272025571,c(-73.8185242890494, 40.7077031979181)
"18102",1,1090,2,"100028000100000001-0000    07K",470000,416125.079401448,c(-74.0096204035711, 40.7050035697337)
"18103",1,1271,3,"101499003200000001-0000     9A",570000,601723.253849423,c(-73.9569613193925, 40.7812080727545)
"18104",3,3420,10,"301078000100000001-0000     4A",1410000,1339657.74227948,c(-73.9782276520143, 40.6706293372123)
"18105",1,1120,8,"100555000100000001-0000     2D",1275000,1154478.05516926,c(-73.9911001572126, 40.7311910220618)
"18106",1,1281,10,"101237001700000001-0000     8H",2975000,3206836.72161223,c(-73.974293914725, 40.7903156096101)
"18107",4,4320,2,"401418000100000008-0000    410",235000,237050.679291658,c(-73.8795217563289, 40.7572751444081)
"18108",4,4220,5,"402251000200000002-0000     6R",300000,288089.602692983,c(-73.8356715162852, 40.7199383396163)
"18109",1,1140,1,"102243035400000001-0000     3E",325000,423083.851735571,c(-73.9183182758722, 40.8709368594033)
"18110",1,1271,3,"101520004100000001-0000     4E",510000,584271.498323653,c(-73.9519303701512, 40.7826964603954)
"18111",1,1201,3,"101366001600000001-0000     9M",525000,646467.703897034,c(-73.9625957507815, 40.7560655697587)
"18112",1,1271,5,"101565002900000001-0000    29C",750000,698825.229115713,c(-73.9478840306659, 40.7758797850368)
"18113",1,1120,7,"100550002200000001-0000     3C",995000,1081689.09939703,c(-73.9961900933303, 40.7319077891453)
"18114",3,3150,8,"301902002200000007-0000     3F",730000,715088.275403535,c(-73.968270174522, 40.6929433111155)
"18115",1,1201,1,"101333004200000001-0000  A1501",305000,358135.835549349,c(-73.9721028814598, 40.7486827588522)
"18116",1,1210,2,"101978000100000005-0000    04H",495000,614285.936168478,c(-73.9586962723194, 40.8125152615125)
"18117",4,4220,10,"403276002400000001-0000     34",750000,887508.329529633,c(-73.8415431349491, 40.717614095442)
"18118",1,1280,9,"101138000100000001-0000    12C",1715286,1661238.88165328,c(-73.983759425779, 40.7748586948902)
"18119",4,4060,6,"404602012000000029-0000     3B",335000,331633.617726786,c(-73.7963384282663, 40.7918616166378)
"18120",3,3070,8,"305612003400000003-0000     3A",730000,719114.899039522,c(-73.9854193290466, 40.6352646952772)
"18121",3,3400,8,"305424000100000001-0000     2D",728000,658770.33238452,c(-73.9712071811152, 40.6314012894875)
"18122",4,4240,7,"408489000100000001-0000     8G",365000,421157.688307268,c(-73.7142119283782, 40.7567797984328)
"18123",1,1271,9,"101566000100000001-0000    19K",1795000,1294503.99365994,c(-73.9487759521699, 40.7769315526863)
"18124",4,4220,10,"402235002500000001-0000     6O",640000,666658.459341397,c(-73.8393979175804, 40.7219461215234)
"18125",2,2300,10,"205795051800000001-0000     3G",585000,474946.758609294,c(-73.9116176951152, 40.8864492861277)
"18126",1,1050,3,"100161000100000002-0000    23E",550000,617406.641844538,c(-73.9998747178612, 40.7136519832677)
"18127",4,4330,2,"409835000300000001-0000     3T",235000,217518.618993669,c(-73.7874941898549, 40.7123125033642)
"18128",1,1270,10,"101387003700000001-0000    14D",12750000,12536322.0488541,c(-73.9639280930054, 40.7717892117437)
"18129",1,1120,10,"100561004500000003-0000     98",2750000,2645700.92240525,c(-73.9934069077516, 40.7320295683531)
"18130",4,4050,9,"405872000200000001-0000    2A1",490000,492200.160257112,c(-73.7804074573752, 40.7813106843639)
"18131",1,1210,4,"101978000100000006-0000    11C",645000,614604.883402845,c(-73.9586962723194, 40.8125152615125)
"18132",1,1120,9,"100577004200000001-0000     7B",1750000,2025915.36863828,c(-73.9943192296329, 40.7357082960278)
"18133",2,2180,3,"203226005300000006-0000    12E",182000,170034.356150828,c(-73.9077536434926, 40.864591539613)
"18134",1,1271,5,"101589004100000001-0000     2N",700000,551597.512031109,c(-73.9463515788784, 40.7719743858416)
"18135",4,4590,9,"401340000100000001-0000    G24",430000,421271.484415182,c(-73.9018851758275, 40.7416921558392)
"18136",1,1121,10,"100630004300000002-0000     6A",3700000,2405160.20492702,c(-74.0067014359072, 40.7333542386109)
"18137",1,1202,7,"101270002000000001-0000    10B",995000,810238.694566388,c(-73.9765299621532, 40.7619370826704)
"18138",3,3020,6,"305859001500000001-0000     1R",515000,458877.637570148,c(-74.0353039214556, 40.6392963412861)
"18139",1,1271,10,"101521000100000001-0000     7B",4200000,4404484.35124257,c(-73.953826005611, 40.7839880408712)
"18140",1,1282,9,"101870000400000001-0000    10D",2150000,2066672.93499321,c(-73.9716611977067, 40.796835190724)
"18141",4,4220,10,"402212001400000001-0000    03M",543000,496732.560567698,c(-73.8457264069057, 40.7245165216658)
"18142",4,4150,7,"408178000800000001-0000     6C",362000,317763.160543617,c(-73.7444800674922, 40.7649842835495)
"18143",1,1180,6,"100315000100000006-0000  F1905",949000,759480.848615861,c(-73.9859018520821, 40.7150585343655)
"18144",2,2300,5,"205953055000000003-0000     5G",250000,242225.823219841,c(-73.9061150363699, 40.9052352678195)
"18145",3,3230,6,"306690004500000001-0000     4A",496860,511502.099862892,c(-73.9609223842506, 40.6311757135362)
"18146",1,1080,8,"100761005900000001-0000     8A",1625000,1421146.72599055,c(-73.9938546157195, 40.7554078873394)
"18147",3,3170,6,"307274001500000004-0000    20G",480000,469807.615163354,c(-73.9698590156726, 40.5788513122297)
"18148",3,3420,10,"300951007400000001-0000      3",1695000,1608152.4942117,c(-73.9767312034818, 40.6760036185483)
"18149",4,4560,7,"400162001100000001-0000     4D",370000,393468.688172314,c(-73.9209862391817, 40.7443474361664)
"18150",1,1110,4,"100905002600000001-0000    17D",672500,706257.791037679,c(-73.9805910177636, 40.7388700344371)
"18151",1,1282,7,"101880001000000001-0000     56",995000,802903.801077159,c(-73.9664764478502, 40.8027132146242)
"18152",1,1280,6,"101179001900000001-0000   20DW",900000,1007874.6314845,c(-73.9876459074926, 40.7766080155806)
"18153",1,1280,7,"101163006100000001-0000   007D",1140000,1172704.81982888,c(-73.9843254915983, 40.7794589704916)
"18154",1,1270,4,"101453004300000001-0000     5M",665000,767738.990527966,c(-73.9545674321217, 40.7728178717008)
"18155",1,1271,7,"101579004900000001-0000     2J",1186500,1204120.10276412,c(-73.94824331055, 40.7735785091686)
"18156",1,1281,10,"101205003400000001-0000    19A",5650000,5380859.34057499,c(-73.967267587453, 40.7891559041193)
"18157",3,3440,9,"301164004200000001-0000     2K",995000,871668.778393112,c(-73.9701857319159, 40.6767107632707)
"18158",3,3410,3,"308399012000000084-0000    84F",305000,262293.360580602,c(-73.9191733182853, 40.6139450389396)
"18159",4,4170,4,"401527000100000001-0000     2S",280000,242554.692414747,c(-73.8835399846691, 40.7418441315445)
"18160",4,4211,9,"406658003900000006-1000     9A",433000,402080.891443149,c(-73.820678782256, 40.7281678195246)
"18161",3,3400,6,"305391006100000001-0000     1H",515000,492885.65694181,c(-73.9712002472676, 40.6371911936816)
"18162",1,1291,8,"102179001000000006-0000    049",1400000,1300325.74585581,c(-73.9400594375885, 40.8534031928776)
"18163",1,1270,1,"101395005000000001-0000    15A",395000,469046.867197377,c(-73.9670430730135, 40.7631368158995)
"18164",1,1280,9,"101184008300000001-0000     8B",2050000,2554043.16133564,c(-73.9834376163532, 40.7817302064644)
"18165",1,1270,5,"101471004500000001-0000    16B",728000,861752.681324404,c(-73.9532819427392, 40.7706397475433)
"18166",1,1160,5,"100930000100000001-0000    14D",770000,817154.231005514,c(-73.9797767650769, 40.7386766163969)
